collected_date,keyword_group,period,ratio
2026-09-21,건강검진,2026-08-23,18.83241
2026-09-21,건강검진,2026-08-24,31.05957
2026-09-21,건강검진,2026-08-25,30.26348
2026-09-21,건강검진,2026-08-26,29.17723
2026-09-21,건강검진,2026-08-27,29.17698
2026-09-21,건강검진,2026-08-28,27.78359
2026-09-21,건강검진,2026-08-29,20.14196
2026-09-21,건강검진,2026-08-30,18.4152
2026-09-21,건강검진,2026-08-31,28.69108
2026-09-21,건강검진,2026-09-01,28.00795
2026-09-21,건강검진,2026-09-02,28.30013
2026-09-21,건강검진,2026-09-03,29.32901
2026-09-21,건강검진,2026-09-04,30.20627
2026-09-21,건강검진,2026-09-05,19.74808
2026-09-21,건강검진,2026-09-06,16.86519
2026-09-21,건강검진,2026-09-07,30.02188
2026-09-21,건강검진,2026-09-08,30.21298
2026-09-21,건강검진,2026-09-09,28.85034
2026-09-21,건강검진,2026-09-10,28.68813
2026-09-21,건강검진,2026-09-11,29.61643
2026-09-21,건강검진,2026-09-12,19.78541
2026-09-21,건강검진,2026-09-13,18.64586
2026-09-21,건강검진,2026-09-14,31.21838
2026-09-21,건강검진,2026-09-15,30.92614
2026-09-21,건강검진,2026-09-16,29.33794
2026-09-21,건강검진,2026-09-17,28.18942
2026-09-21,건강검진,2026-09-18,28.32282
2026-09-21,건강검진,2026-09-19,19.88637
2026-09-21,건강검진,2026-09-20,16.81883
2026-09-21,다이어트,2026-08-23,10.88813
2026-09-21,다이어트,2026-08-24,10.15443
2026-09-21,다이어트,2026-08-25,8.91544
2026-09-21,다이어트,2026-08-26,8.9503
2026-09-21,다이어트,2026-08-27,9.4804
2026-09-21,다이어트,2026-08-28,9.60992
2026-09-21,다이어트,2026-08-29,10.85747
2026-09-21,다이어트,2026-08-30,10.45695
2026-09-21,다이어트,2026-08-31,9.28043
2026-09-21,다이어트,2026-09-01,9.06901
2026-09-21,다이어트,2026-09-02,9.13548
2026-09-21,다이어트,2026-09-03,9.25006
