date,keyword,rank,title,source,published,url
2026-05-29,건강 검진,1,‘80세 임박’ 트럼프 대통령 건강검진 앞두고…건강 이상설 또 확산 - v.daum.net,v.daum.net,"Tue, 26 May 2026 12:14:50 GMT",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBrTnRlOUVsMVFYd3VOWTZFNkw3Wk9NRXFidkFud0VzVGhmQ2JkcVJhWnl5TjdaZEx4ejQySjl3S0VUaXRld0pneEtwdFNfRVE?oc=5
2026-05-29,건강 검진,2,"""건강검진서 발견한 지방간… 10명 중 4명은 병원 안 갔다"" - 약사공론",약사공론,"Thu, 28 May 2026 04:49:56 GMT",https://news.google.com/rss/articles/CBMibEFVX3lxTFBZX2ZLYko2N3hLREEtYldRN2pxcXVxNEZyQXV1Um5pUWZya0lBaDA5ZXdrMkRIa1lnMlUxMzcyODdDem4wS21MeEpLS3Z2SXh0amZ0Z2h3YldKRjlZcWpTaWprMm5OR19PNmZmYw?oc=5
2026-05-29,건강 검진,3,79세 트럼프 또 건강검진…손 멍·다리 부종에 고령 논란 - 뉴시스,뉴시스,"Tue, 26 May 2026 03:03:41 GMT",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5qYnpmdWk3c0JFRkwtY0lTajhHZ3poeXcwc0UxQzhqeVR3VnJzWXQ2MkdOaEhOSmhDb0g2WGhMNDZ4aWxoOXhUZ21DeGtLanlZTmJRZFFTTHVyYWlRdll1WdIBeEFVX3lxTE9ScEsxc182dnZrMTBCWFJHQmpGTFFtYnBMZXRsR3FEUEpmWTdGaUxJNWFBb3Z2YzV3SlZTZ0VkaG1VdmswMmJrQ1RUY2FaTDRxQXNYSlJOZHFwQlh3VXViQ3Z2emFZSktILW1VUjdlYV80SGxLRXQzSA?oc=5
2026-05-29,건강 검진,4,지속되는 건강검진 사후 관리 부실 문제 의료 AI 대안될까 - 메디칼타임즈,메디칼타임즈,"Thu, 28 May 2026 20:30:00 GMT",https://news.google.com/rss/articles/CBMic0FVX3lxTE5odzhGUENFQWc5RGEtOWl6SVdyV3YtRkg5QnFiYjlORERFWG9IdkZ1MEZ3dVQ2clE4MFphVklMU3FhNXl5VHJvNW1ONWNHenNyRU9IM3RTRTd3bmxrelV2TkdVYWx1dGxJb0NYWFM1LTZCV2c?oc=5
2026-05-29,건강 검진,5,"복지부, 제4차 국가건강검진 종합계획 수립 공청회 개최 - 의사신문",의사신문,"Thu, 28 May 2026 05:04:12 GMT",https://news.google.com/rss/articles/CBMib0FVX3lxTFB4RTJIb01qNGlvV0hYcFNlMjRPSlU5ZlczRHFSTmluYzhZd2dMUjlLc1p2UWdEMVQ1RW1lTVl1aXpDMkJEd2hNMUlYeXFqYTVaVDVrTDF3UlRxM3FqOENNS2wtaGltWF9uODhnUXB1MA?oc=5
2026-05-29,건강 검진,6,"국가건강검진,생애 맞춤형으로 전환...‘설명 가능한 AI 리포트’ 주목 - 라포르시안",라포르시안,"Thu, 28 May 2026 05:24:19 GMT",https://news.google.com/rss/articles/CBMibEFVX3lxTE5ydmtQUFBGZzg0T2NIczVhMWZ6aFJZeDNiZndUaWpPQ0J2UFlfUF9nZkl3eGJRdGpQMUR5Zm01amZfUW5ORFFoRkxlS0w1MWJNMl9TaTZrcnBlMDhkbVVhMUs0cEVQVkNoV3ZpcA?oc=5
2026-05-29,건강 검진,7,"'다음 달 80세' 트럼프, 정기 건강검진 앞두고 건강이상설 또 제기 - v.daum.net",v.daum.net,"Tue, 26 May 2026 12:09:00 GMT",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9FUTFIN1lTbjlfTmhNX1FUUlAyMV9wNDU5Q2Y1Y3YyOExqanVpVjlTOG9XNUg5d2Z2ck9wcXlLZWxwN2l6OWlxTUN6UjlHWnM?oc=5
2026-05-29,건강 검진,8,"정읍시보건소, 만성질환 예방 위한 ‘2026년 무료 건강검진’ 수검 독려 - 전북제일신문",전북제일신문,"Fri, 29 May 2026 00:27:45 GMT",https://news.google.com/rss/articles/CBMiakFVX3lxTE0wVzlyOGV4VWdWay04UENrZnNlN2t3cERjU1IwNmZObElDbWpnTUdtTkdDYWw0SjZKSXI1dFp0dFc0V2dSYWZIbzVTcU15QjRaR0RIeVpNczhGcERYV1NmQnk5eU4wUUt5MUE?oc=5
2026-05-29,건강 검진,9,"충남도립대, ‘마음건강검진·심리검사데이’ 운영 - 금산중앙신문방송",금산중앙신문방송,"Thu, 28 May 2026 14:14:55 GMT",https://news.google.com/rss/articles/CBMibkFVX3lxTE5Ca0ppXy1aU1plWFJNWDRjVVRZMld0dDlPOUNWMk9IWnl3YW01emNNSk90bjBacmZsdVFDQ0FEYTdlbnhOWlhIWWxFc1pRRTNwYlhQUGxBQktkVHR0LU9teVdNbmhOcGRBa21ZVWFn?oc=5
2026-05-29,건강 검진,10,"내달 80세 트럼프, 정례 건강검진 앞 '이상설' 다시 제기 - 연합뉴스",연합뉴스,"Tue, 26 May 2026 09:00:33 GMT",https://news.google.com/rss/articles/CBMiW0FVX3lxTE9qWHdZZlNKZzVEdWRTRWtwR2p5VmV1eDBwcXY1Sm9pTXByblFuOVRlR2tBUUNPQkJlYlF0LVVzazFpOXE5dklIV2lVcDh5U09VeTRER0NhVUJRNlHSAWBBVV95cUxQbG8yc1UwVmhZU3JreXpDVnhsZ3p1ZGFQczFYbHRfcjcwUkRNeldQUTRLVU9CSUc0M2NDYmNpZUJjUFd3VmZJNE10Z2ZjYTUydFduaDB2QW1JRUxKTjdOSWM?oc=5
