collected_date,keyword_group,period,ratio
2026-09-26,건강검진,2026-08-28,27.78359
2026-09-26,건강검진,2026-08-29,20.14196
2026-09-26,건강검진,2026-08-30,18.4152
2026-09-26,건강검진,2026-08-31,28.69108
2026-09-26,건강검진,2026-09-01,28.00795
2026-09-26,건강검진,2026-09-02,28.30013
2026-09-26,건강검진,2026-09-03,29.32901
2026-09-26,건강검진,2026-09-04,30.20627
2026-09-26,건강검진,2026-09-05,19.74808
2026-09-26,건강검진,2026-09-06,16.86519
2026-09-26,건강검진,2026-09-07,30.02188
2026-09-26,건강검진,2026-09-08,30.21298
2026-09-26,건강검진,2026-09-09,28.85034
2026-09-26,건강검진,2026-09-10,28.68813
2026-09-26,건강검진,2026-09-11,29.61643
2026-09-26,건강검진,2026-09-12,19.78541
2026-09-26,건강검진,2026-09-13,18.64586
2026-09-26,건강검진,2026-09-14,31.21838
2026-09-26,건강검진,2026-09-15,30.92614
2026-09-26,건강검진,2026-09-16,29.33794
2026-09-26,건강검진,2026-09-17,28.18942
2026-09-26,건강검진,2026-09-18,28.32282
2026-09-26,건강검진,2026-09-19,19.88637
2026-09-26,건강검진,2026-09-20,16.81883
2026-09-26,건강검진,2026-09-21,28.73526
2026-09-26,건강검진,2026-09-22,28.03365
2026-09-26,건강검진,2026-09-23,26.76808
2026-09-26,건강검진,2026-09-24,16.39714
2026-09-26,건강검진,2026-09-25,16.33713
2026-09-26,다이어트,2026-08-28,9.60992
2026-09-26,다이어트,2026-08-29,10.85747
2026-09-26,다이어트,2026-08-30,10.45695
2026-09-26,다이어트,2026-08-31,9.28043
2026-09-26,다이어트,2026-09-01,9.06901
2026-09-26,다이어트,2026-09-02,9.13548
2026-09-26,다이어트,2026-09-03,9.25006
2026-09-26,다이어트,2026-09-04,9.43769
2026-09-26,다이어트,2026-09-05,10.28384
2026-09-26,다이어트,2026-09-06,10.3179
2026-09-26,다이어트,2026-09-07,8.5937
2026-09-26,다이어트,2026-09-08,8.9095
2026-09-26,다이어트,2026-09-09,8.7923
2026-09-26,다이어트,2026-09-10,8.91658
2026-09-26,다이어트,2026-09-11,8.3611
2026-09-26,다이어트,2026-09-12,9.8927
2026-09-26,다이어트,2026-09-13,9.71524
2026-09-26,다이어트,2026-09-14,8.38666
2026-09-26,다이어트,2026-09-15,8.41252
2026-09-26,다이어트,2026-09-16,8.44014
2026-09-26,다이어트,2026-09-17,8.14727
2026-09-26,다이어트,2026-09-18,8.17691
2026-09-26,다이어트,2026-09-19,10.14204
2026-09-26,다이어트,2026-09-20,10.49051
2026-09-26,다이어트,2026-09-21,8.7458
2026-09-26,다이어트,2026-09-22,8.86342
2026-09-26,다이어트,2026-09-23,8.32666
2026-09-26,다이어트,2026-09-24,9.13199
2026-09-26,다이어트,2026-09-25,10.47339
2026-09-26,운동·헬스,2026-08-28,13.11463
2026-09-26,운동·헬스,2026-08-29,16.2958
2026-09-26,운동·헬스,2026-08-30,17.0546
2026-09-26,운동·헬스,2026-08-31,14.26912
2026-09-26,운동·헬스,2026-09-01,13.86246
2026-09-26,운동·헬스,2026-09-02,12.89021
2026-09-26,운동·헬스,2026-09-03,12.63687
2026-09-26,운동·헬스,2026-09-04,12.53885
2026-09-26,운동·헬스,2026-09-05,13.95048
2026-09-26,운동·헬스,2026-09-06,15.1061
2026-09-26,운동·헬스,2026-09-07,12.33522
2026-09-26,운동·헬스,2026-09-08,12.24751
2026-09-26,운동·헬스,2026-09-09,11.3383
2026-09-26,운동·헬스,2026-09-10,11.10419
2026-09-26,운동·헬스,2026-09-11,11.41418
2026-09-26,운동·헬스,2026-09-12,14.04666
2026-09-26,운동·헬스,2026-09-13,14.83734
2026-09-26,운동·헬스,2026-09-14,10.83074
2026-09-26,운동·헬스,2026-09-15,11.11111
2026-09-26,운동·헬스,2026-09-16,10.66472
2026-09-26,운동·헬스,2026-09-17,10.89376
2026-09-26,운동·헬스,2026-09-18,11.11026
2026-09-26,운동·헬스,2026-09-19,14.04356
2026-09-26,운동·헬스,2026-09-20,14.59005
2026-09-26,운동·헬스,2026-09-21,12.11362
2026-09-26,운동·헬스,2026-09-22,12.61333
2026-09-26,운동·헬스,2026-09-23,13.50414
2026-09-26,운동·헬스,2026-09-24,19.33412
2026-09-26,운동·헬스,2026-09-25,17.12801
2026-09-26,영양·건강기능식품,2026-08-28,40.3303
2026-09-26,영양·건강기능식품,2026-08-29,43.38193
2026-09-26,영양·건강기능식품,2026-08-30,44.16397
2026-09-26,영양·건강기능식품,2026-08-31,39.26759
2026-09-26,영양·건강기능식품,2026-09-01,41.12971
2026-09-26,영양·건강기능식품,2026-09-02,41.15931
2026-09-26,영양·건강기능식품,2026-09-03,39.85231
2026-09-26,영양·건강기능식품,2026-09-04,38.61261
2026-09-26,영양·건강기능식품,2026-09-05,46.57925
2026-09-26,영양·건강기능식품,2026-09-06,48.6866
2026-09-26,영양·건강기능식품,2026-09-07,40.84255
2026-09-26,영양·건강기능식품,2026-09-08,39.98291
2026-09-26,영양·건강기능식품,2026-09-09,42.38507
2026-09-26,영양·건강기능식품,2026-09-10,42.6099
2026-09-26,영양·건강기능식품,2026-09-11,41.57304
2026-09-26,영양·건강기능식품,2026-09-12,44.9749
2026-09-26,영양·건강기능식품,2026-09-13,46.20471
2026-09-26,영양·건강기능식품,2026-09-14,40.40349
2026-09-26,영양·건강기능식품,2026-09-15,40.61194
2026-09-26,영양·건강기능식품,2026-09-16,42.80497
2026-09-26,영양·건강기능식품,2026-09-17,43.91754
2026-09-26,영양·건강기능식품,2026-09-18,43.65074
2026-09-26,영양·건강기능식품,2026-09-19,45.34091
2026-09-26,영양·건강기능식품,2026-09-20,48.66631
2026-09-26,영양·건강기능식품,2026-09-21,42.06815
2026-09-26,영양·건강기능식품,2026-09-22,41.48836
2026-09-26,영양·건강기능식품,2026-09-23,41.4287
2026-09-26,영양·건강기능식품,2026-09-24,44.42331
